actual_sentiment	id	predicted_sentiment
1	"2104_7"	1
1	"12493_8"	0
1	"2168_8"	1
0	"7059_3"	0
1	"4860_10"	1
1	"5232_8"	1
0	"2116_4"	0
0	"2151_1"	0
1	"9312_10"	1
1	"8426_7"	1
1	"1189_9"	1
1	"7007_8"	1
1	"8824_8"	0
1	"4873_8"	1
1	"10368_7"	1
1	"4833_10"	1
1	"7945_8"	0
1	"5345_9"	1
1	"8092_8"	1
0	"3213_1"	0
0	"4647_1"	0
1	"7147_10"	1
0	"1071_4"	0
0	"11358_3"	1
0	"4695_4"	1
0	"8715_4"	0
0	"7912_4"	0
1	"7208_7"	1
1	"9630_10"	1
1	"7537_10"	1
1	"3633_10"	1
1	"135_7"	1
1	"8083_7"	1
0	"11370_1"	0
1	"10169_7"	0
1	"2309_9"	1
0	"2640_2"	0
0	"9330_2"	0
0	"9732_3"	1
0	"9046_1"	0
0	"2430_3"	0
1	"2806_10"	0
0	"6_1"	0
1	"4747_8"	0
1	"7637_7"	1
1	"564_8"	1
1	"8239_10"	0
0	"1471_4"	0
1	"1525_9"	0
0	"8035_1"	0
1	"6822_7"	1
0	"1237_1"	0
0	"12205_3"	1
0	"770_3"	0
1	"10559_8"	0
1	"7233_7"	0
0	"5670_1"	0
0	"1345_4"	0
0	"5429_1"	0
0	"9704_1"	0
0	"7711_3"	0
0	"10516_4"	0
0	"3992_2"	0
0	"3364_1"	0
1	"2684_10"	1
0	"631_3"	0
0	"6742_4"	0
0	"7755_3"	0
0	"9365_1"	0
0	"2332_1"	0
1	"5315_9"	1
0	"12014_2"	0
0	"9426_2"	0
0	"9766_3"	0
0	"9287_1"	0
0	"1425_4"	0
0	"12000_3"	1
0	"1113_2"	0
0	"4097_2"	0
0	"7304_4"	0
0	"1343_1"	0
1	"8253_10"	1
0	"11716_2"	0
0	"4641_1"	0
1	"9223_9"	1
0	"8083_3"	0
0	"4391_4"	0
1	"8956_8"	1
0	"4498_3"	0
1	"4372_10"	1
0	"5767_3"	0
1	"11367_10"	1
1	"2113_10"	1
0	"8296_4"	0
0	"2191_3"	0
1	"12061_10"	1
0	"1044_4"	0
1	"1471_9"	1
0	"12171_3"	0
0	"2850_2"	0
0	"1119_1"	0
1	"6338_9"	1
0	"11274_1"	0
1	"6787_9"	1
0	"588_2"	0
0	"8089_4"	0
1	"1895_10"	1
1	"3484_10"	1
1	"4520_7"	1
0	"1374_1"	0
1	"2701_9"	1
0	"6307_3"	0
1	"4078_10"	0
1	"3444_10"	0
1	"11407_7"	1
0	"11846_2"	0
0	"9994_2"	0
0	"6747_1"	0
0	"5792_1"	0
0	"8053_3"	1
0	"4015_1"	0
1	"10339_7"	1
0	"11250_1"	0
1	"11865_10"	1
0	"7623_4"	0
0	"7903_1"	0
0	"8430_3"	1
1	"942_10"	1
1	"8593_7"	0
1	"6702_8"	0
1	"8998_10"	1
1	"10377_9"	1
0	"12294_2"	1
0	"2113_3"	0
1	"5676_9"	0
1	"8576_8"	1
1	"10341_7"	0
1	"5513_7"	1
1	"9908_8"	1
0	"1530_2"	0
0	"6242_1"	0
1	"3029_8"	1
0	"7471_1"	0
0	"14_2"	0
1	"9318_9"	1
0	"11028_4"	0
0	"7440_1"	0
1	"5602_10"	1
0	"5884_1"	0
1	"8196_8"	0
1	"12204_8"	1
1	"4782_9"	1
0	"3124_3"	0
0	"4078_2"	0
0	"10518_1"	0
0	"11612_3"	0
1	"8080_8"	1
1	"7555_7"	0
0	"4850_1"	0
0	"7341_4"	0
1	"1544_10"	1
1	"281_10"	1
1	"3468_10"	1
1	"2709_8"	1
0	"8816_4"	1
0	"2685_2"	0
0	"9588_4"	0
1	"4332_10"	1
0	"4698_1"	0
0	"7743_4"	0
1	"11243_10"	1
1	"1826_10"	1
1	"12072_10"	1
1	"10487_7"	1
1	"6156_10"	1
1	"10280_10"	1
0	"793_2"	0
0	"10069_1"	0
0	"4476_2"	0
1	"2760_8"	1
1	"8207_10"	0
0	"1066_2"	0
0	"7322_2"	0
1	"9021_10"	1
1	"1597_8"	1
1	"8007_7"	0
1	"953_10"	1
1	"9417_10"	1
1	"6114_7"	1
1	"5320_10"	1
1	"4933_8"	1
1	"11540_10"	1
1	"6159_7"	0
1	"7340_8"	1
0	"9230_1"	0
1	"8705_8"	0
0	"8204_4"	1
1	"1434_10"	1
0	"6376_4"	1
0	"1823_1"	0
1	"12107_10"	0
1	"11887_8"	1
1	"11890_7"	0
0	"3451_4"	1
1	"1452_8"	1
0	"9561_2"	0
1	"4508_7"	1
1	"4918_7"	1
0	"5272_1"	0
1	"2205_8"	0
1	"12279_9"	1
0	"3080_1"	0
0	"2510_4"	0
0	"2249_2"	0
1	"1825_10"	0
1	"11876_10"	1
1	"5117_10"	1
0	"5352_4"	0
1	"7317_10"	1
0	"6175_4"	0
1	"5127_10"	1
0	"1955_1"	0
1	"1152_10"	1
0	"7072_2"	0
0	"921_2"	0
1	"1237_8"	1
0	"11390_1"	0
0	"10459_2"	0
0	"2415_1"	0
1	"3752_7"	0
1	"3816_7"	1
1	"6425_9"	1
0	"2958_1"	0
1	"5081_8"	1
1	"5547_8"	1
0	"8619_1"	0
1	"9141_8"	0
0	"8410_3"	0
1	"6443_9"	1
0	"7302_3"	0
0	"9526_2"	0
1	"86_10"	0
0	"11870_1"	1
0	"7119_3"	1
0	"3893_2"	0
0	"4195_3"	0
1	"10173_8"	1
0	"12421_4"	0
1	"6907_8"	1
1	"857_8"	1
1	"9683_9"	1
0	"3904_4"	1
1	"9309_9"	1
1	"3785_10"	1
0	"12004_4"	1
1	"5042_9"	1
1	"11186_7"	1
1	"9891_10"	1
1	"8842_9"	1
1	"2436_10"	1
0	"8782_4"	0
1	"755_10"	1
1	"3053_8"	1
0	"7076_3"	0
0	"9656_3"	0
0	"8907_4"	0
1	"4341_8"	1
0	"255_3"	0
0	"11220_1"	0
0	"9114_1"	0
1	"10532_8"	1
1	"11245_10"	1
0	"3581_2"	0
0	"8477_3"	0
1	"10527_10"	1
1	"3919_7"	1
1	"6595_9"	1
1	"10537_10"	1
0	"7804_4"	0
0	"9461_1"	0
1	"7761_10"	1
1	"5317_7"	1
1	"8139_10"	1
1	"11611_9"	1
0	"6536_3"	0
0	"6542_1"	0
1	"10561_8"	1
0	"5293_1"	0
1	"10149_9"	1
1	"7900_10"	1
1	"3905_10"	1
1	"12459_10"	0
0	"1332_3"	0
0	"10794_1"	0
1	"11106_10"	1
1	"1733_7"	1
1	"7799_8"	1
1	"42_10"	1
1	"11882_8"	1
0	"2099_1"	0
1	"4357_10"	1
1	"7482_10"	1
1	"9748_10"	1
0	"12145_1"	0
1	"1999_9"	1
0	"4605_2"	0
0	"342_1"	0
0	"1043_3"	0
1	"11301_7"	1
0	"8970_3"	0
1	"7679_10"	1
0	"6258_4"	0
0	"9117_1"	0
1	"10901_10"	1
1	"544_8"	0
1	"10224_10"	1
1	"7350_8"	0
0	"3173_3"	1
0	"10724_2"	1
0	"655_1"	0
1	"9110_8"	1
0	"762_2"	0
1	"536_10"	1
0	"9599_1"	0
1	"5343_8"	1
0	"10235_2"	0
1	"9699_10"	1
1	"9144_7"	1
0	"9106_1"	0
1	"3594_7"	0
0	"5500_1"	0
0	"1019_1"	0
1	"7602_10"	1
1	"8034_10"	1
0	"7806_1"	0
1	"6045_9"	1
0	"7670_1"	0
0	"1625_1"	0
0	"8448_3"	1
0	"9949_2"	0
0	"7261_3"	1
0	"9120_1"	0
0	"2682_3"	1
1	"12414_10"	1
1	"3686_10"	1
1	"8222_9"	1
0	"5312_2"	0
1	"4687_8"	1
1	"7412_9"	1
0	"12023_4"	1
0	"3184_2"	0
0	"2591_2"	0
1	"6898_9"	1
0	"1624_1"	0
0	"11878_1"	0
0	"5841_1"	0
0	"9698_1"	0
1	"1418_9"	1
0	"7163_3"	0
0	"11522_2"	0
1	"8466_9"	0
0	"1678_3"	0
1	"9112_9"	0
1	"2604_8"	1
0	"2962_1"	0
0	"7273_4"	0
1	"2495_9"	1
1	"460_9"	1
0	"10052_4"	0
0	"10582_3"	0
0	"6249_2"	0
1	"4754_10"	1
0	"10566_3"	0
1	"2792_10"	1
0	"7161_3"	0
0	"4615_1"	0
0	"5651_1"	0
0	"2516_3"	0
1	"6357_9"	1
0	"2134_1"	0
1	"7348_10"	1
0	"7355_4"	1
0	"5307_3"	0
1	"4412_9"	1
1	"11347_10"	1
0	"10678_4"	0
1	"3423_7"	0
1	"9657_10"	1
1	"6602_7"	1
1	"6912_10"	1
1	"12063_10"	1
1	"5195_7"	0
1	"157_9"	1
1	"7675_8"	1
1	"4526_10"	1
0	"7785_3"	1
0	"10393_4"	1
1	"10572_8"	1
0	"10977_1"	0
1	"8510_7"	1
0	"5348_3"	0
1	"2004_10"	1
0	"2195_2"	0
1	"133_10"	1
0	"11473_4"	1
1	"7246_10"	0
0	"1966_1"	0
1	"941_10"	1
1	"6252_10"	0
0	"1909_1"	0
0	"6069_3"	0
0	"12439_1"	0
1	"4904_10"	1
0	"6476_4"	1
1	"7838_8"	1
0	"10_2"	0
1	"11073_8"	1
1	"2622_8"	1
1	"2165_7"	0
0	"3705_3"	0
0	"7732_4"	1
1	"4087_10"	0
1	"5871_9"	1
1	"12402_7"	1
1	"10859_7"	1
0	"11108_1"	0
1	"4581_10"	1
0	"6797_1"	0
0	"2581_1"	0
0	"2987_2"	0
1	"9488_10"	1
0	"6209_4"	0
1	"6009_10"	1
1	"8619_7"	1
0	"2533_4"	1
1	"7121_10"	1
0	"1763_1"	0
0	"977_1"	0
1	"7998_9"	1
0	"5099_1"	0
0	"1804_2"	0
1	"4283_10"	1
1	"1166_8"	0
0	"2095_3"	0
0	"2914_3"	0
0	"2360_1"	0
0	"10032_4"	0
1	"2718_9"	1
1	"7001_10"	1
1	"10873_8"	1
1	"11610_10"	1
0	"5459_2"	0
1	"11118_10"	1
1	"3756_8"	1
1	"5236_10"	0
1	"8088_7"	1
1	"11549_7"	0
0	"9891_1"	1
1	"9920_7"	1
1	"7028_9"	1
1	"2711_7"	1
0	"8433_4"	0
0	"889_3"	1
1	"4977_7"	1
1	"11497_10"	0
0	"11799_2"	0
0	"6281_3"	0
1	"9162_10"	1
0	"6694_1"	1
0	"2657_1"	1
1	"12039_10"	1
1	"9690_10"	1
1	"11134_9"	0
1	"6863_7"	0
0	"4235_4"	0
0	"11005_1"	0
1	"12243_8"	1
0	"8693_4"	0
1	"9407_8"	1
1	"4979_10"	1
0	"9381_2"	0
0	"10309_3"	0
1	"7123_10"	1
0	"2513_4"	0
0	"566_3"	0
1	"7867_7"	1
0	"11812_1"	0
1	"10673_10"	1
0	"10452_1"	0
1	"10089_7"	1
1	"1609_9"	1
1	"3898_10"	1
0	"6868_3"	0
0	"2122_4"	0
0	"12005_1"	0
0	"12207_1"	0
0	"4671_4"	1
1	"10791_9"	1
1	"10219_10"	1
0	"4806_1"	1
0	"7389_2"	0
0	"4797_4"	0
0	"8627_4"	0
0	"1341_3"	0
1	"6763_8"	1
0	"4253_2"	0
1	"5349_7"	1
0	"11701_3"	1
1	"10633_9"	1
0	"66_4"	1
0	"1211_2"	0
1	"1035_7"	1
0	"8807_2"	0
1	"10647_8"	0
1	"1488_10"	0
1	"3222_7"	1
1	"12273_10"	1
0	"8016_2"	0
1	"2956_8"	1
1	"1589_10"	1
0	"10210_3"	0
0	"3031_2"	0
0	"2460_1"	0
0	"10411_2"	0
1	"9640_9"	1
1	"6771_7"	1
0	"5524_2"	0
0	"7352_3"	0
0	"5077_1"	0
1	"2872_10"	1
1	"6239_8"	0
0	"12211_2"	0
1	"11354_10"	0
1	"8107_8"	1
0	"83_3"	0
0	"7595_1"	0
0	"7196_4"	0
1	"10554_7"	0
1	"6718_10"	1
0	"9014_1"	0
0	"6887_3"	0
1	"8330_7"	1
0	"10424_2"	1
0	"1301_4"	0
1	"3854_10"	1
0	"682_3"	0
0	"6711_2"	0
1	"8583_9"	1
0	"6462_2"	0
1	"12092_7"	1
0	"9959_1"	0
1	"9655_10"	1
1	"5067_10"	1
1	"122_9"	1
0	"12450_1"	0
1	"11292_10"	1
1	"9401_10"	1
0	"4419_3"	0
0	"3210_3"	0
1	"586_10"	1
1	"10475_8"	1
0	"2925_1"	0
1	"5542_9"	1
1	"10218_8"	0
0	"1496_2"	0
1	"7269_7"	1
0	"9620_2"	0
0	"3195_3"	0
0	"5908_2"	1
0	"7187_4"	0
0	"208_1"	0
0	"3505_1"	0
0	"1858_3"	0
0	"4857_2"	0
1	"1225_10"	1
1	"9560_9"	1
0	"11185_1"	1
1	"8579_8"	0
0	"5573_2"	0
0	"1755_3"	0
1	"4725_9"	1
0	"11758_1"	0
1	"2448_8"	0
1	"10622_10"	1
0	"1105_2"	0
0	"10927_1"	0
0	"2061_1"	0
0	"4158_1"	0
1	"9918_10"	0
0	"10592_1"	0
0	"1159_1"	0
1	"10177_9"	1
0	"2525_2"	0
1	"3347_7"	1
1	"9286_9"	0
0	"6816_1"	1
0	"7238_2"	0
1	"7337_10"	1
0	"9319_2"	0
0	"4115_1"	0
1	"4706_8"	0
1	"784_10"	1
1	"12164_9"	1
1	"4609_8"	1
0	"6203_1"	0
1	"11739_8"	0
1	"2342_8"	0
0	"11036_1"	0
1	"4189_8"	0
0	"7799_1"	0
1	"3479_9"	1
1	"11343_8"	1
0	"1494_4"	0
0	"794_1"	0
0	"10830_1"	0
1	"7920_7"	1
1	"7989_10"	1
0	"7636_2"	0
0	"212_4"	0
0	"825_1"	1
1	"9766_9"	1
1	"7777_10"	1
0	"3656_4"	0
1	"903_8"	1
0	"1949_1"	1
0	"5632_1"	0
1	"3392_7"	0
0	"6405_3"	0
1	"2588_7"	1
0	"2568_3"	0
0	"11928_4"	0
0	"7278_3"	0
0	"5271_4"	0
1	"5516_7"	0
0	"3576_1"	0
0	"10034_1"	0
1	"5935_9"	0
1	"3477_10"	1
1	"8205_8"	1
1	"1690_10"	0
0	"8113_4"	0
1	"10193_9"	1
1	"5631_8"	1
0	"3466_3"	0
0	"3704_3"	0
1	"12147_10"	1
1	"5771_8"	1
0	"5176_1"	0
0	"4021_1"	0
1	"9101_9"	1
0	"8257_2"	1
0	"8068_1"	0
1	"2523_9"	1
0	"11420_1"	0
0	"10170_2"	0
1	"10101_8"	1
1	"2199_7"	1
0	"10517_1"	0
0	"1936_1"	0
0	"2470_2"	1
1	"2671_7"	1
1	"7268_9"	1
0	"61_3"	0
1	"5652_10"	1
0	"3879_4"	0
1	"3437_8"	1
0	"474_4"	0
0	"4930_1"	0
1	"11403_9"	1
0	"7295_2"	0
0	"5466_1"	0
1	"10963_7"	1
1	"1206_10"	1
0	"9379_1"	0
1	"5599_7"	1
1	"9647_10"	1
1	"1375_8"	1
0	"2040_1"	0
0	"8205_1"	0
1	"9639_10"	1
0	"5666_4"	0
1	"3710_9"	1
1	"7509_8"	1
0	"9914_4"	1
1	"4683_7"	0
0	"6860_2"	1
1	"7442_7"	0
1	"6231_10"	1
0	"11785_1"	0
1	"3310_8"	1
0	"1677_2"	0
1	"6484_10"	1
1	"10130_10"	1
1	"1004_7"	1
0	"5560_2"	0
1	"387_8"	1
0	"12322_4"	0
1	"5893_9"	1
0	"10135_2"	0
1	"10858_8"	1
0	"4057_1"	0
0	"9285_3"	0
0	"5680_2"	0
1	"5482_10"	1
0	"3946_3"	0
1	"10010_7"	1
0	"7478_2"	0
1	"929_10"	1
0	"2417_1"	0
0	"3407_2"	0
0	"3773_1"	0
0	"1208_4"	0
0	"232_1"	0
1	"11832_7"	0
0	"2681_3"	1
1	"127_7"	1
0	"4016_4"	1
0	"9985_1"	0
1	"3736_8"	1
1	"4556_8"	1
0	"8764_1"	0
0	"5969_3"	0
1	"2412_10"	1
0	"4800_3"	0
1	"11494_7"	1
1	"842_9"	1
0	"5043_3"	0
1	"7272_10"	0
1	"5220_8"	1
1	"8691_7"	1
0	"6647_2"	1
1	"6292_10"	1
0	"12478_1"	0
0	"3246_4"	0
1	"10108_10"	1
1	"11866_8"	0
1	"5739_10"	1
1	"1543_8"	1
1	"1562_10"	1
0	"898_1"	0
1	"6557_10"	1
1	"1333_10"	1
1	"4799_10"	1
0	"8396_4"	0
1	"856_7"	1
0	"12341_4"	0
0	"2627_1"	0
1	"10396_8"	1
1	"10798_8"	1
1	"3501_9"	1
0	"5078_2"	0
0	"2857_1"	0
0	"1356_4"	0
0	"11297_3"	0
1	"5090_10"	1
0	"10485_1"	1
0	"10858_1"	0
0	"2771_1"	0
0	"4411_4"	1
0	"3845_4"	0
0	"4958_1"	0
0	"9559_1"	0
0	"8748_4"	1
1	"11273_9"	1
1	"10231_10"	0
0	"1316_1"	0
1	"2681_7"	0
0	"5893_1"	0
0	"9357_2"	0
0	"5734_1"	0
0	"9047_4"	1
1	"8526_10"	1
0	"7235_2"	0
1	"3942_9"	1
0	"953_4"	0
1	"2779_7"	1
0	"5620_3"	0
0	"7899_1"	0
1	"8880_8"	0
1	"7513_9"	1
1	"9755_7"	1
1	"8030_9"	1
1	"4276_10"	1
0	"4402_1"	0
1	"1345_9"	1
1	"12499_7"	1
1	"1551_8"	0
1	"10535_7"	1
1	"12209_7"	1
1	"3406_10"	1
0	"4272_2"	0
0	"8096_1"	0
0	"5179_4"	0
1	"4981_10"	1
1	"774_8"	0
0	"7685_4"	0
0	"1315_4"	1
1	"10603_10"	1
0	"1606_1"	0
0	"2535_2"	0
0	"10481_2"	0
1	"7721_7"	0
0	"1275_2"	0
0	"6663_1"	0
0	"7592_3"	1
1	"7894_10"	1
1	"11654_9"	1
0	"1329_1"	0
1	"892_10"	1
0	"11296_3"	0
1	"9355_7"	1
1	"6281_8"	1
0	"11321_3"	0
0	"4548_2"	0
0	"11217_3"	0
0	"1584_1"	0
0	"4457_4"	0
1	"11922_10"	1
0	"2447_1"	1
0	"10948_1"	0
0	"5100_4"	1
0	"9513_1"	0
0	"11331_3"	1
1	"9226_8"	1
0	"4828_1"	0
0	"10347_4"	0
0	"2788_4"	0
1	"10118_7"	1
1	"8256_9"	1
1	"3889_10"	1
0	"9247_4"	0
1	"1190_7"	1
0	"8322_1"	0
1	"4032_9"	1
1	"3131_7"	1
0	"9219_2"	0
1	"12227_7"	1
0	"11977_2"	1
0	"3267_2"	1
0	"12015_4"	1
0	"8235_2"	0
0	"7067_2"	0
1	"7381_8"	1
1	"9292_10"	1
0	"7724_1"	0
1	"1193_9"	1
1	"11313_10"	1
0	"11991_3"	0
0	"3357_1"	0
0	"6551_1"	0
0	"8219_1"	0
1	"6208_7"	0
1	"2158_10"	1
1	"11738_9"	0
1	"4278_10"	1
0	"2190_2"	0
1	"588_9"	1
1	"3064_8"	1
0	"5358_1"	0
1	"261_8"	0
0	"8252_3"	0
0	"9601_4"	0
0	"7517_1"	0
1	"7510_8"	1
1	"12275_9"	1
0	"838_2"	0
1	"116_10"	1
1	"4147_8"	1
1	"5881_7"	1
1	"3164_10"	1
1	"2909_10"	1
0	"8289_4"	0
0	"7133_3"	0
1	"1264_10"	0
1	"8609_10"	1
0	"10942_2"	0
0	"9648_4"	0
0	"11324_3"	0
1	"667_8"	1
1	"12464_10"	0
1	"10814_7"	1
1	"1178_10"	1
1	"11461_10"	1
1	"4738_7"	1
0	"563_4"	1
0	"9139_1"	0
0	"4865_3"	1
0	"9864_1"	0
1	"3652_10"	1
1	"9586_10"	1
0	"3269_4"	0
1	"3485_9"	0
1	"3662_9"	1
1	"10680_8"	1
1	"3680_9"	1
1	"5415_10"	1
1	"9175_10"	1
1	"7579_8"	1
0	"3139_1"	0
0	"12303_1"	0
1	"2188_10"	1
1	"9195_10"	0
0	"3499_3"	1
0	"1083_1"	1
0	"4274_4"	0
0	"3909_2"	0
0	"1881_1"	0
0	"10930_1"	0
1	"4445_7"	0
1	"9854_7"	1
1	"6989_7"	1
1	"1436_10"	1
0	"9521_3"	0
1	"3725_8"	1
1	"959_7"	1
0	"3109_4"	0
1	"2610_9"	1
1	"9459_8"	1
0	"9611_3"	1
1	"561_10"	1
1	"1188_8"	1
0	"9095_1"	0
1	"10718_10"	1
1	"1542_10"	1
1	"6047_10"	1
0	"5698_1"	0
1	"12126_8"	1
1	"12198_10"	1
1	"6274_8"	0
0	"12363_1"	0
1	"11271_7"	0
1	"5730_10"	1
0	"6113_1"	0
1	"1307_10"	1
0	"9054_1"	0
1	"5161_8"	0
0	"10442_2"	0
0	"1644_1"	0
0	"3652_4"	1
0	"3165_2"	0
0	"9446_1"	0
0	"2043_1"	0
0	"3175_4"	0
0	"4587_1"	0
0	"6966_3"	0
1	"1641_10"	1
1	"10552_9"	1
0	"11086_4"	0
0	"6404_2"	0
1	"9737_9"	1
0	"3390_4"	0
1	"5574_10"	1
0	"624_2"	0
0	"3492_1"	0
1	"10850_10"	1
1	"2983_7"	1
1	"596_7"	0
1	"11668_7"	1
1	"3177_9"	1
1	"7375_7"	1
1	"4344_9"	1
0	"9227_2"	0
1	"3585_9"	1
0	"3708_4"	0
1	"9796_9"	1
0	"11251_2"	0
1	"5455_7"	0
0	"11637_4"	0
1	"5956_9"	1
0	"8667_3"	0
1	"10645_8"	1
0	"11413_1"	0
1	"4103_7"	0
1	"1745_7"	1
1	"2475_10"	1
0	"8766_1"	0
0	"5279_1"	0
0	"1552_3"	0
1	"2063_8"	1
1	"9838_7"	0
0	"11015_1"	0
1	"7217_7"	1
0	"7619_2"	0
0	"1635_3"	0
1	"1802_9"	0
1	"2764_10"	1
0	"4491_1"	0
0	"711_4"	0
0	"2791_3"	0
0	"8877_4"	1
1	"11765_8"	1
1	"10604_7"	0
1	"3092_10"	1
0	"4926_4"	0
1	"7229_7"	0
0	"8669_1"	0
1	"3132_9"	1
0	"7379_2"	1
0	"3690_1"	0
0	"4547_1"	0
1	"5812_9"	1
0	"2564_2"	0
1	"11488_10"	1
0	"10388_4"	0
1	"7347_10"	1
1	"6272_7"	0
1	"6300_8"	1
0	"4309_3"	1
1	"9020_7"	1
0	"4831_4"	0
0	"10254_1"	0
0	"890_2"	0
1	"7825_9"	1
1	"4807_10"	1
1	"9840_10"	1
1	"7875_7"	1
0	"2383_1"	0
0	"962_2"	0
1	"3506_10"	1
1	"71_10"	0
1	"4935_7"	0
0	"17_3"	0
1	"11077_8"	1
1	"6804_7"	1
0	"11407_1"	0
0	"9318_1"	0
0	"3877_4"	0
1	"12486_7"	0
1	"11829_10"	1
1	"6847_10"	1
0	"936_1"	1
0	"2125_2"	0
0	"10776_4"	0
0	"7863_4"	0
0	"7676_2"	0
1	"9760_8"	1
1	"7397_8"	1
0	"3534_1"	0
1	"5675_9"	0
1	"7353_7"	1
0	"4183_1"	0
1	"161_8"	1
1	"9423_8"	1
1	"11988_8"	1
0	"139_4"	0
0	"8524_4"	1
0	"4455_3"	0
1	"11700_10"	1
0	"4858_1"	0
1	"2030_9"	1
0	"2256_1"	1
0	"4435_1"	0
1	"6365_7"	1
1	"11921_10"	1
1	"5954_7"	1
1	"9210_10"	1
1	"6713_10"	0
0	"224_4"	0
0	"9606_4"	0
1	"8043_9"	1
0	"12114_4"	0
0	"9053_2"	0
1	"10026_7"	1
0	"3827_3"	0
0	"4493_1"	0
1	"4971_7"	1
0	"5582_3"	0
0	"9275_1"	0
0	"411_2"	0
1	"9948_8"	1
1	"10144_8"	1
1	"7027_7"	1
0	"4598_4"	0
0	"11711_4"	0
1	"9643_10"	1
1	"3348_7"	1
0	"7162_1"	0
0	"7739_4"	0
0	"7674_1"	0
1	"5749_10"	1
1	"3609_8"	1
1	"4289_7"	1
0	"8790_1"	1
0	"4353_4"	0
0	"7503_4"	0
1	"6169_10"	1
0	"5750_1"	0
1	"6659_10"	1
1	"1194_7"	1
0	"7103_1"	0
0	"11271_3"	0
0	"10802_1"	0
0	"8713_1"	0
0	"8813_1"	0
0	"11591_2"	0
1	"8447_8"	1
0	"9861_3"	0
1	"2389_10"	1
1	"3728_10"	1
1	"779_10"	1
0	"2362_1"	0
0	"6531_4"	0
0	"12035_3"	0
0	"10705_4"	0
0	"7127_1"	0
0	"12249_2"	0
0	"7597_3"	0
0	"291_3"	1
0	"3759_1"	0
1	"12323_10"	1
0	"1165_3"	0
0	"7915_4"	0
0	"1483_2"	0
0	"11134_1"	0
0	"460_2"	0
0	"58_3"	0
0	"5458_4"	1
0	"5382_3"	1
1	"1997_9"	1
1	"7868_8"	1
0	"9888_4"	1
1	"6258_8"	1
1	"8163_8"	1
1	"10831_7"	1
0	"8200_2"	0
1	"7693_9"	1
0	"1962_2"	0
0	"1331_1"	0
0	"4049_3"	0
1	"6893_10"	1
1	"4469_9"	1
0	"858_1"	0
0	"2272_3"	0
0	"12013_3"	0
0	"9391_2"	0
0	"488_4"	0
0	"6804_1"	0
0	"4103_2"	0
1	"9386_8"	1
0	"108_1"	0
0	"1068_1"	0
1	"4_8"	1
0	"8626_1"	0
0	"7310_1"	0
0	"10037_1"	1
0	"492_4"	1
0	"8240_1"	0
1	"853_9"	1
0	"4974_2"	0
0	"5256_1"	0
0	"11171_3"	0
0	"4860_2"	0
1	"12262_7"	1
0	"7843_4"	0
1	"2015_8"	1
1	"4590_10"	1
0	"10125_1"	0
0	"4609_4"	1
0	"1566_3"	1
0	"5462_3"	1
0	"1278_2"	0
1	"8801_9"	1
1	"6707_9"	1
1	"5471_8"	1
0	"9476_4"	0
1	"367_10"	1
1	"3550_10"	1
0	"8930_1"	0
1	"5577_8"	0
0	"7109_2"	0
0	"7331_2"	0
0	"11354_1"	0
1	"9567_7"	1
1	"11200_8"	1
0	"5451_1"	0
0	"46_4"	0
0	"6903_1"	0
1	"6729_10"	1
1	"2452_10"	1
0	"1924_4"	0
0	"5730_1"	0
1	"10534_7"	0
1	"567_10"	1
1	"11643_7"	0
0	"1412_2"	0
0	"12111_2"	0
0	"11698_3"	0
0	"9159_1"	1
1	"4206_9"	1
0	"7047_2"	0
1	"746_10"	1
1	"3933_7"	1
0	"8428_1"	0
0	"10986_1"	0
1	"10719_10"	1
0	"5982_1"	0
1	"11454_10"	1
0	"2094_1"	0
0	"2118_1"	0
1	"352_10"	1
1	"11483_10"	0
1	"7324_10"	1
1	"836_8"	1
1	"2152_8"	1
1	"1044_8"	1
1	"5500_10"	0
0	"11454_4"	0
0	"10670_3"	0
0	"1891_3"	0
0	"6000_1"	0
0	"6410_1"	0
0	"3437_1"	0
0	"2211_3"	0
1	"2639_7"	1
1	"5452_8"	1
0	"2463_4"	0
1	"3089_9"	0
1	"1353_10"	1
0	"6208_1"	1
0	"7374_1"	0
1	"6298_9"	1
1	"9735_8"	1
0	"9401_1"	0
1	"2580_10"	0
0	"3711_4"	0
0	"7668_1"	0
1	"3694_8"	1
0	"11272_1"	0
0	"7599_3"	1
1	"8719_10"	1
1	"2867_10"	1
1	"8140_10"	1
0	"7239_2"	1
0	"3587_3"	0
1	"10870_8"	1
0	"5695_1"	0
1	"3169_8"	0
0	"927_1"	0
0	"4293_2"	0
1	"6756_10"	1
1	"8340_8"	1
0	"9538_2"	0
0	"2766_2"	0
1	"6646_10"	1
1	"11626_9"	1
1	"11241_10"	1
1	"9007_10"	1
1	"6189_10"	1
1	"1411_7"	1
0	"11168_1"	0
0	"6398_2"	0
0	"10882_2"	0
0	"10895_1"	0
1	"9216_10"	0
0	"4425_2"	1
0	"4087_2"	0
0	"10739_4"	0
0	"9549_1"	0
1	"6290_7"	0
1	"8603_10"	1
0	"9040_3"	1
1	"12000_8"	1
0	"3057_1"	1
1	"3075_9"	1
1	"2663_10"	1
1	"11456_10"	1
0	"4376_1"	0
0	"2192_4"	0
0	"3812_1"	0
0	"9932_4"	1
1	"11927_10"	1
1	"12086_10"	1
0	"9830_2"	1
0	"8666_4"	0
1	"1139_8"	1
1	"9380_9"	1
1	"4827_9"	1
0	"8682_3"	1
0	"6357_2"	0
